0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;1
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;1
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
1;100;100;0
1;100;100;0
1;100;100;0
1;100;100;1
1;100;100;0
1;100;100;0
1;100;100;0
1;100;100;0
1;100;100;1
1;100;100;0
1;100;100;0
1;100;100;0
1;100;100;0
1;100;100;1
1;100;100;0
1;100;100;0
1;100;100;0
1;100;100;0
1;100;100;0
1;100;100;0
1;100;100;0
1;100;100;0
1;100;100;0
1;100;100;0
1;99;100;1
1;99;100;0
1;99;100;0
1;99;100;0
1;99;100;1
1;99;100;0
1;99;100;0
1;99;100;0
1;99;100;0
1;99;100;1
1;99;100;0
1;99;100;0
1;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
0;99;100;0
1;99;100;0
1;99;100;0
1;99;100;0
1;99;100;0
1;99;100;0
1;99;100;0
